filename,width,height,depth,label,pose,truncated,difficult,xmin,ymin,xmax,ymax
imagen_0028.png,1280,720,3,Camion_minero,,0,0,780,414,1024,531
imagen_0028.png,1280,720,3,Excavadora,,0,0,865,270,1227,504
imagen_0028.png,1280,720,3,Excavadora,,0,0,578,283,769,358
imagen_0028.png,1280,720,3,Camion_minero,,0,0,646,326,775,385
imagen_0029.png,1280,720,3,Camion,,1,0,298,371,827,720
imagen_0029.png,1280,720,3,Excavadora,,0,0,505,59,1128,504
imagen_0030.png,1280,720,3,Camion,,0,0,370,119,977,657
imagen_0031.png,1280,720,3,Camion,,0,0,582,431,874,632
imagen_0031.png,1280,720,3,Excavadora,,0,0,664,280,1038,504
imagen_0031.png,1280,720,3,Excavadora,,0,0,8,92,235,239
imagen_0032.png,1280,720,3,Camion_minero,,0,0,57,163,1095,545
imagen_0033.png,1280,720,3,Camion_minero,,1,0,1,346,399,514
imagen_0033.png,1280,720,3,Excavadora,,0,0,281,288,1149,689
imagen_0034.png,1280,720,3,Camion,,0,0,838,255,1058,521
imagen_0035.png,1280,720,3,Camion,,0,0,726,215,1170,455
imagen_0036.png,1280,720,3,Camion_minero,,0,0,310,314,760,475
imagen_0036.png,1280,720,3,Camion_minero,,0,0,208,50,446,255
imagen_0036.png,1280,720,3,Excavadora,,1,0,157,1,573,191
imagen_0037.png,1280,720,3,Camion_minero,,0,0,318,424,708,634
imagen_0037.png,1280,720,3,Excavadora,,0,0,467,133,1138,567
imagen_0038.png,1280,720,3,Camion_minero,,0,0,405,83,888,458
imagen_0039.png,1280,720,3,Camion_minero,,0,0,211,115,1040,588
imagen_0040.png,1280,720,3,Camion_minero,,1,0,181,1,947,616
imagen_0041.png,1280,720,3,Bulldozer,,0,0,195,136,639,339
imagen_0042.png,1280,720,3,Camion_minero,,0,0,293,269,502,378
imagen_0042.png,1280,720,3,Bulldozer,,0,0,993,343,1213,452
imagen_0043.png,1280,720,3,Camion_minero,,0,0,71,8,731,580
imagen_0043.png,1280,720,3,Bulldozer,,1,0,680,1,1280,272
imagen_0044.png,1280,720,3,Camion_minero,,0,0,367,100,776,476
imagen_0045.png,1280,720,3,Camion_minero,,0,0,440,148,715,409
imagen_0045.png,1280,720,3,Camion_minero,,0,0,827,111,1177,431
imagen_0046.png,1280,720,3,Camion_minero,,0,0,210,251,645,574
imagen_0046.png,1280,720,3,Camion_minero,,0,0,514,67,720,256
imagen_0046.png,1280,720,3,Camion_minero,,0,0,838,6,1035,195
imagen_0047.png,1280,720,3,Camion_minero,,0,0,239,232,605,513
imagen_0047.png,1280,720,3,Camion_minero,,0,0,755,178,1022,440
imagen_0047.png,1280,720,3,Camion_minero,,0,0,707,61,994,262
imagen_0048.png,1280,720,3,Camion_minero,,0,0,226,220,753,558
imagen_0049.png,1280,720,3,Camion_minero,,0,0,727,288,986,528
imagen_0049.png,1280,720,3,Excavadora,,0,0,634,79,946,425
imagen_0049.png,1280,720,3,Bulldozer,,0,0,376,47,577,232
imagen_0050.png,1280,720,3,Excavadora,,0,0,479,150,1074,427
imagen_0050.png,1280,720,3,Camion_minero,,0,0,376,347,797,662
imagen_0051.png,1280,720,3,Bulldozer,,0,0,416,98,1226,475
imagen_0052.png,1280,720,3,Excavadora,,1,0,557,263,1274,720
imagen_0052.png,1280,720,3,Camion_minero,,0,0,6,351,366,557
imagen_0053.png,1280,720,3,Excavadora,,0,0,349,264,1057,690
imagen_0054.png,1280,720,3,Bulldozer,,1,0,387,1,1097,500
imagen_0055.png,1280,720,3,Bulldozer,,0,0,84,193,1121,632
imagen_0056.png,1280,720,3,Camion_minero,,0,0,127,130,956,566
imagen_0057.png,1280,720,3,Camion_minero,,0,0,517,205,771,408
imagen_0058.png,1280,720,3,Camion_minero,,1,0,316,49,911,720
imagen_0059.png,1280,720,3,Camion_minero,,0,0,349,182,818,568
imagen_0060.png,1280,720,3,Camion_minero,,0,0,342,260,828,523
imagen_0061.png,1280,720,3,Camion_minero,,0,0,265,423,645,634
imagen_0061.png,1280,720,3,Excavadora,,0,0,419,152,1160,530
imagen_0062.png,1280,720,3,Camion,,1,0,718,365,1119,720
imagen_0063.png,1280,720,3,Excavadora,,0,0,415,253,768,622
imagen_0063.png,1280,720,3,Excavadora,,0,0,450,53,1058,274
imagen_0063.png,1280,720,3,Camion_minero,,0,0,801,357,1095,604
imagen_0064.png,1280,720,3,Excavadora,,0,0,428,246,586,401
imagen_0064.png,1280,720,3,Camion_minero,,0,0,569,394,681,488
imagen_0065.png,1280,720,3,Excavadora,,0,0,221,130,1279,690
imagen_0065.png,1280,720,3,Camion_minero,,0,0,443,293,860,632
imagen_0066.png,1280,720,3,Camion_minero,,0,0,598,343,932,612
imagen_0066.png,1280,720,3,Excavadora,,0,0,509,117,768,442
imagen_0066.png,1280,720,3,Excavadora,,1,0,528,1,1113,165
imagen_0067.png,1280,720,3,Camion,,0,0,337,343,709,503
imagen_0067.png,1280,720,3,Camion_minero,,0,0,1005,192,1163,360
imagen_0068.png,1280,720,3,Camion,,0,0,507,252,996,459
imagen_0069.png,1280,720,3,Excavadora,,0,0,397,230,799,464
imagen_0069.png,1280,720,3,Camion_minero,,0,0,730,400,1057,622
imagen_0070.png,1280,720,3,Excavadora,,0,0,374,238,767,568
imagen_0070.png,1280,720,3,Excavadora,,1,0,423,1,1067,212
imagen_0070.png,1280,720,3,Camion_minero,,1,0,507,427,923,720
imagen_0070.png,1280,720,3,Camion_minero,,0,0,866,94,1194,325
imagen_0071.png,1280,720,3,Camion_minero,,0,0,533,403,973,647
imagen_0071.png,1280,720,3,Excavadora,,0,0,307,188,641,450
imagen_0071.png,1280,720,3,Excavadora,,1,0,350,1,882,162
imagen_0071.png,1280,720,3,Camion_minero,,0,0,678,81,958,273
imagen_0072.png,1280,720,3,Excavadora,,0,0,220,50,1038,506
imagen_0072.png,1280,720,3,Otro,,0,0,710,283,846,343
imagen_0073.png,1280,720,3,Camion_minero,,0,0,332,167,777,439
imagen_0073.png,1280,720,3,Camion,,1,0,805,154,1280,381
imagen_0074.png,1280,720,3,Camion_minero,,0,0,124,390,667,663
imagen_0074.png,1280,720,3,Excavadora,,0,0,382,35,1218,434
imagen_0075.png,1280,720,3,Camion_minero,,0,0,593,11,1012,490
imagen_0075.png,1280,720,3,Bulldozer,,0,0,277,296,526,550
imagen_0076.png,1280,720,3,Camion,,0,0,473,287,1039,579
imagen_0077.png,1280,720,3,Camion_minero,,1,0,1,345,530,617
imagen_0077.png,1280,720,3,Excavadora,,0,0,667,106,1191,634
imagen_0078.png,1280,720,3,Camion_minero,,0,0,146,247,1054,699
imagen_0079.png,1280,720,3,Excavadora,,0,0,258,288,618,543
imagen_0080.png,1280,720,3,Camion_minero,,0,0,161,190,416,346
imagen_0080.png,1280,720,3,Excavadora,,0,0,298,178,518,529
imagen_0081.png,1280,720,3,Camion_minero,,0,0,196,192,437,352
imagen_0081.png,1280,720,3,Excavadora,,0,0,298,176,518,530
imagen_0082.png,1280,720,3,Camion_minero,,0,0,230,192,447,359
imagen_0082.png,1280,720,3,Excavadora,,0,0,297,171,519,530
imagen_0083.png,1280,720,3,Camion_minero,,0,0,260,201,458,366
imagen_0083.png,1280,720,3,Excavadora,,0,0,295,171,517,527
imagen_0084.png,1280,720,3,Camion_minero,,0,0,275,207,462,374
imagen_0084.png,1280,720,3,Excavadora,,0,0,297,171,517,526
imagen_0085.png,1280,720,3,Camion_minero,,0,0,280,211,467,385
imagen_0085.png,1280,720,3,Excavadora,,0,0,295,171,516,525
imagen_0086.png,1280,720,3,Camion_minero,,0,0,285,218,475,395
imagen_0086.png,1280,720,3,Excavadora,,0,0,294,178,516,528
imagen_0087.png,1280,720,3,Excavadora,,0,0,255,283,619,538
imagen_0087.png,1280,720,3,Camion_minero,,0,0,1028,137,1206,228
imagen_0088.png,1280,720,3,Camion_minero,,0,0,285,222,482,400
imagen_0088.png,1280,720,3,Excavadora,,0,0,297,184,517,524
imagen_0089.png,1280,720,3,Camion_minero,,0,0,285,221,485,398
imagen_0089.png,1280,720,3,Excavadora,,0,0,294,188,516,525
imagen_0090.png,1280,720,3,Camion_minero,,0,0,286,223,485,399
imagen_0090.png,1280,720,3,Excavadora,,0,0,296,189,518,525
imagen_0091.png,1280,720,3,Camion_minero,,0,0,284,222,485,397
imagen_0091.png,1280,720,3,Excavadora,,0,0,295,178,518,525
imagen_0092.png,1280,720,3,Camion_minero,,0,0,284,223,485,398
imagen_0092.png,1280,720,3,Excavadora,,0,0,281,181,556,524
imagen_0093.png,1280,720,3,Camion_minero,,0,0,287,220,487,397
imagen_0093.png,1280,720,3,Excavadora,,0,0,256,194,670,523
imagen_0094.png,1280,720,3,Camion_minero,,0,0,287,220,497,400
imagen_0094.png,1280,720,3,Excavadora,,0,0,253,245,763,521
imagen_0095.png,1280,720,3,Camion_minero,,0,0,284,216,485,389
imagen_0095.png,1280,720,3,Excavadora,,0,0,255,291,780,518
imagen_0096.png,1280,720,3,Camion_minero,,0,0,287,216,486,375
imagen_0096.png,1280,720,3,Excavadora,,0,0,259,306,773,572
imagen_0097.png,1280,720,3,Camion_minero,,0,0,284,213,486,381
imagen_0097.png,1280,720,3,Excavadora,,0,0,260,318,785,581
imagen_0098.png,1280,720,3,Camion_minero,,0,0,977,135,1152,224
imagen_0098.png,1280,720,3,Excavadora,,0,0,252,282,619,539
imagen_0099.png,1280,720,3,Camion_minero,,0,0,284,217,484,383
imagen_0099.png,1280,720,3,Excavadora,,0,0,261,320,779,600
imagen_0100.png,1280,720,3,Camion_minero,,0,0,285,214,485,387
imagen_0100.png,1280,720,3,Excavadora,,0,0,260,313,766,596
imagen_0101.png,1280,720,3,Camion_minero,,0,0,291,209,488,372
imagen_0101.png,1280,720,3,Excavadora,,0,0,269,297,738,572
imagen_0102.png,1280,720,3,Camion_minero,,0,0,379,211,532,332
imagen_0102.png,1280,720,3,Excavadora,,0,0,387,268,682,451
imagen_0103.png,1280,720,3,Camion_minero,,0,0,440,192,556,270
imagen_0103.png,1280,720,3,Excavadora,,0,0,455,227,651,343
imagen_0104.png,1280,720,3,Camion_minero,,0,0,483,192,557,247
imagen_0104.png,1280,720,3,Excavadora,,0,0,494,213,614,277
imagen_0104.png,1280,720,3,Bulldozer,,0,0,265,487,388,557
imagen_0104.png,1280,720,3,Otro,,0,0,1068,319,1135,364
imagen_0105.png,1280,720,3,Bulldozer,,0,0,378,372,452,421
imagen_0105.png,1280,720,3,Otro,,0,0,868,276,926,308
imagen_0105.png,1280,720,3,Camion_minero,,0,0,504,204,555,235
imagen_0105.png,1280,720,3,Excavadora,,0,0,509,202,585,264
imagen_0106.png,1280,720,3,Bulldozer,,0,0,429,341,484,373
imagen_0106.png,1280,720,3,Excavadora,,1,0,1230,410,1280,460
imagen_0106.png,1280,720,3,Otro,,0,0,760,268,811,291
imagen_0106.png,1280,720,3,Camion_minero,,0,0,513,212,554,250
imagen_0106.png,1280,720,3,Excavadora,,0,0,530,204,561,264
imagen_0107.png,1280,720,3,Camion_minero,,0,0,1179,441,1232,477
imagen_0107.png,1280,720,3,Excavadora,,0,0,1070,391,1113,432
imagen_0107.png,1280,720,3,Excavadora,,0,0,534,230,558,273
imagen_0107.png,1280,720,3,Camion_minero,,0,0,522,234,556,266
imagen_0107.png,1280,720,3,Otro,,0,0,713,282,740,306
imagen_0107.png,1280,720,3,Bulldozer,,0,0,462,334,502,361
imagen_0108.png,1280,720,3,Excavadora,,0,0,255,281,619,538
imagen_0108.png,1280,720,3,Camion_minero,,0,0,940,140,1101,222
imagen_0109.png,1280,720,3,Camion_minero,,0,0,893,137,1051,223
imagen_0109.png,1280,720,3,Excavadora,,0,0,254,275,621,539
imagen_0110.png,1280,720,3,Excavadora,,0,0,252,276,651,537
imagen_0110.png,1280,720,3,Camion_minero,,0,0,840,138,995,228
imagen_0111.png,1280,720,3,Camion_minero,,0,0,798,142,964,229
imagen_0111.png,1280,720,3,Excavadora,,0,0,254,288,681,538
imagen_0112.png,1280,720,3,Camion_minero,,0,0,758,144,919,234
imagen_0112.png,1280,720,3,Excavadora,,0,0,254,294,684,538
imagen_0113.png,1280,720,3,Camion_minero,,1,0,1160,160,1280,256
imagen_0113.png,1280,720,3,Excavadora,,0,0,258,284,618,549
imagen_0114.png,1280,720,3,Camion_minero,,0,0,715,147,879,240
imagen_0114.png,1280,720,3,Excavadora,,0,0,253,294,672,537
imagen_0115.png,1280,720,3,Camion_minero,,0,0,677,151,839,248
imagen_0115.png,1280,720,3,Excavadora,,0,0,254,292,643,537
imagen_0116.png,1280,720,3,Camion_minero,,0,0,639,157,810,254
imagen_0116.png,1280,720,3,Excavadora,,0,0,254,293,620,541
imagen_0117.png,1280,720,3,Excavadora,,0,0,255,296,622,539
imagen_0117.png,1280,720,3,Camion_minero,,0,0,605,161,773,261
imagen_0118.png,1280,720,3,Excavadora,,0,0,253,296,620,540
imagen_0118.png,1280,720,3,Camion_minero,,0,0,572,163,748,266
imagen_0119.png,1280,720,3,Excavadora,,0,0,253,297,620,541
imagen_0119.png,1280,720,3,Camion_minero,,0,0,539,166,719,271
imagen_0120.png,1280,720,3,Camion_minero,,0,0,502,168,690,278
imagen_0120.png,1280,720,3,Excavadora,,0,0,253,299,620,541
imagen_0121.png,1280,720,3,Camion_minero,,0,0,460,176,658,288
imagen_0121.png,1280,720,3,Excavadora,,0,0,254,294,616,543
imagen_0122.png,1280,720,3,Camion_minero,,0,0,413,182,609,292
imagen_0122.png,1280,720,3,Excavadora,,0,0,256,267,594,540
imagen_0123.png,1280,720,3,Camion_minero,,0,0,365,191,570,316
imagen_0123.png,1280,720,3,Excavadora,,0,0,266,242,552,538
imagen_0124.png,1280,720,3,Excavadora,,0,0,258,285,620,547
imagen_0124.png,1280,720,3,Camion_minero,,1,0,1119,147,1280,246
imagen_0125.png,1280,720,3,Camion_minero,,0,0,304,195,525,331
imagen_0125.png,1280,720,3,Excavadora,,0,0,288,223,516,542
imagen_0126.png,1280,720,3,Camion_minero,,0,0,244,201,477,341
imagen_0126.png,1280,720,3,Excavadora,,0,0,296,204,517,537
imagen_0127.png,1280,720,3,Camion_minero,,0,0,190,205,433,345
imagen_0127.png,1280,720,3,Excavadora,,0,0,296,197,517,535
imagen_0128.png,1280,720,3,Camion_minero,,0,0,127,207,379,345
imagen_0128.png,1280,720,3,Excavadora,,0,0,293,185,515,531
imagen_0129.png,1280,720,3,Camion_minero,,0,0,90,199,343,343
imagen_0129.png,1280,720,3,Excavadora,,0,0,295,181,516,533
imagen_0130.png,1280,720,3,Camion_minero,,0,0,58,199,316,340
imagen_0130.png,1280,720,3,Excavadora,,0,0,295,176,517,531
imagen_0131.png,1280,720,3,Camion_minero,,0,0,33,198,297,340
imagen_0131.png,1280,720,3,Excavadora,,0,0,296,174,517,530
imagen_0132.png,1280,720,3,Camion_minero,,0,0,29,198,295,339
imagen_0132.png,1280,720,3,Excavadora,,0,0,296,176,519,528
imagen_0133.png,1280,720,3,Camion_minero,,0,0,29,198,295,340
imagen_0133.png,1280,720,3,Excavadora,,0,0,298,176,515,528
imagen_0134.png,1280,720,3,Camion_minero,,0,0,31,197,299,338
imagen_0134.png,1280,720,3,Excavadora,,0,0,298,174,517,530
imagen_0135.png,1280,720,3,Excavadora,,0,0,258,285,621,539
imagen_0135.png,1280,720,3,Camion_minero,,0,0,1075,138,1250,237
imagen_0136.png,1280,720,3,Camion_minero,,0,0,58,195,322,340
imagen_0136.png,1280,720,3,Excavadora,,0,0,296,175,518,528
imagen_0137.png,1280,720,3,Camion_minero,,0,0,92,193,352,340
imagen_0137.png,1280,720,3,Excavadora,,0,0,296,174,519,529
imagen_0138.png,1280,720,3,Excavadora,,0,0,298,176,518,532
imagen_0138.png,1280,720,3,Camion_minero,,0,0,132,190,387,343
imagen_0139.png,1280,720,3,Camion_minero,,0,0,560,362,898,634
imagen_0140.png,1280,720,3,Camion_minero,,0,0,662,466,743,517
imagen_0141.png,1280,720,3,Camion_minero,,0,0,625,395,711,565
imagen_0141.png,1280,720,3,Excavadora,,0,0,618,320,846,436
imagen_0142.png,1280,720,3,Camion_minero,,0,0,466,354,779,532
imagen_0143.png,1280,720,3,Camion_minero,,0,0,477,265,886,452
imagen_0144.png,1280,720,3,Camion_minero,,0,0,330,281,901,571
imagen_0145.png,1280,720,3,Camion_minero,,0,0,453,298,833,622
imagen_0145.png,1280,720,3,Camion_minero,,0,0,515,263,587,301
imagen_0145.png,1280,720,3,Camion_minero,,0,0,629,273,670,301
imagen_0146.png,1280,720,3,Camion_minero,,0,0,649,206,1078,562
imagen_0147.png,1280,720,3,Excavadora,,0,0,551,195,922,486
imagen_0147.png,1280,720,3,Camion_minero,,0,0,455,349,669,554
imagen_0148.png,1280,720,3,Camion_minero,,0,0,377,389,634,609
imagen_0148.png,1280,720,3,Excavadora,,0,0,403,200,853,519
imagen_0149.png,1280,720,3,Camion,,0,0,307,415,793,577
imagen_0150.png,1280,720,3,Camion,,0,0,504,234,695,414
imagen_0151.png,1280,720,3,Camion,,0,0,267,311,513,404
imagen_0151.png,1280,720,3,Otro,,0,0,636,327,811,432
imagen_0152.png,1280,720,3,Camion,,0,0,224,234,589,358
imagen_0153.png,1280,720,3,Camion_minero,,0,0,277,266,664,557
imagen_0153.png,1280,720,3,Excavadora,,0,0,290,86,965,507
imagen_0154.png,1280,720,3,Camion,,0,0,727,144,877,277
imagen_0155.png,1280,720,3,Persona,,1,0,793,110,1280,632
imagen_0155.png,1280,720,3,Persona,,0,0,424,188,734,634
imagen_0156.png,1280,720,3,Persona,,0,0,340,226,474,574
imagen_0156.png,1280,720,3,Persona,,0,0,473,183,660,633
imagen_0156.png,1280,720,3,Persona,,0,0,952,329,1102,633
imagen_0157.png,1280,720,3,Persona,,0,0,382,375,594,634
imagen_0158.png,1280,720,3,Camion_minero,,0,0,506,101,891,451
imagen_0158.png,1280,720,3,Bulldozer,,0,0,922,218,1214,418
imagen_0158.png,1280,720,3,Persona,,0,0,1059,221,1095,306
imagen_0159.png,1280,720,3,Camion_minero,,0,0,411,130,839,305
imagen_0159.png,1280,720,3,Bulldozer,,0,0,980,270,1220,482
imagen_0160.png,1280,720,3,Camion_minero,,0,0,377,122,711,300
imagen_0160.png,1280,720,3,Bulldozer,,0,0,919,278,1156,487
imagen_0161.png,1280,720,3,Camion_minero,,0,0,511,171,886,441
imagen_0161.png,1280,720,3,Persona,,0,0,1064,216,1104,297
imagen_0161.png,1280,720,3,Bulldozer,,0,0,929,227,1225,413
imagen_0162.png,1280,720,3,Camion_minero,,0,0,339,156,554,293
imagen_0162.png,1280,720,3,Camion_minero,,0,0,751,138,980,232
imagen_0162.png,1280,720,3,Camion_minero,,0,0,1082,187,1215,305
imagen_0162.png,1280,720,3,Camion_minero,,0,0,716,217,882,358
imagen_0162.png,1280,720,3,Bulldozer,,0,0,522,183,674,290
imagen_0163.png,1280,720,3,Camion_minero,,0,0,89,272,472,535
imagen_0163.png,1280,720,3,Camion_minero,,0,0,499,266,714,405
imagen_0163.png,1280,720,3,Camion_minero,,0,0,360,145,590,281
imagen_0163.png,1280,720,3,Bulldozer,,0,0,521,185,675,277
imagen_0163.png,1280,720,3,Camion_minero,,0,0,719,137,950,226
imagen_0163.png,1280,720,3,Camion_minero,,0,0,1116,170,1252,281
imagen_0164.png,1280,720,3,Camion_minero,,1,0,1162,156,1280,266
imagen_0164.png,1280,720,3,Camion_minero,,0,0,527,262,790,468
imagen_0164.png,1280,720,3,Camion_minero,,0,0,176,271,449,463
imagen_0164.png,1280,720,3,Camion_minero,,0,0,649,132,870,218
imagen_0164.png,1280,720,3,Camion_minero,,0,0,388,142,641,273
imagen_0164.png,1280,720,3,Bulldozer,,0,0,517,187,672,291
imagen_0164.png,1280,720,3,Bulldozer,,1,0,1,140,127,228
imagen_0165.png,1280,720,3,Camion_minero,,0,0,757,245,954,417
imagen_0165.png,1280,720,3,Camion_minero,,0,0,604,137,786,220
imagen_0165.png,1280,720,3,Camion_minero,,0,0,442,145,709,259
imagen_0165.png,1280,720,3,Bulldozer,,0,0,519,198,671,291
imagen_0166.png,1280,720,3,Bulldozer,,1,0,1,202,174,374
imagen_0166.png,1280,720,3,Camion_minero,,0,0,374,190,547,373
imagen_0166.png,1280,720,3,Camion_minero,,0,0,905,178,1102,350
imagen_0166.png,1280,720,3,Camion_minero,,0,0,946,133,1218,255
imagen_0167.png,1280,720,3,Bulldozer,,1,0,1,205,172,372
imagen_0167.png,1280,720,3,Camion_minero,,0,0,375,197,540,373
imagen_0167.png,1280,720,3,Camion_minero,,0,0,912,166,1106,343
imagen_0167.png,1280,720,3,Camion_minero,,0,0,934,137,1194,256
imagen_0168.png,1280,720,3,Bulldozer,,1,0,1,197,170,369
imagen_0168.png,1280,720,3,Camion_minero,,0,0,345,222,522,411
imagen_0168.png,1280,720,3,Camion_minero,,0,0,995,145,1201,305
imagen_0168.png,1280,720,3,Camion_minero,,0,0,869,132,1066,276
imagen_0169.png,1280,720,3,Camion_minero,,0,0,336,226,516,418
imagen_0169.png,1280,720,3,Camion_minero,,0,0,1006,136,1214,301
imagen_0169.png,1280,720,3,Bulldozer,,1,0,1,196,170,369
imagen_0169.png,1280,720,3,Camion_minero,,0,0,854,135,1031,277
imagen_0170.png,1280,720,3,Camion_minero,,0,0,500,78,892,442
imagen_0170.png,1280,720,3,Persona,,0,0,1054,220,1095,303
imagen_0170.png,1280,720,3,Bulldozer,,0,0,919,225,1215,416
imagen_0171.png,1280,720,3,Bulldozer,,0,0,11,33,206,162
imagen_0171.png,1280,720,3,Bulldozer,,0,0,695,108,934,275
imagen_0171.png,1280,720,3,Camion_minero,,0,0,332,53,647,186
imagen_0171.png,1280,720,3,Camion_minero,,0,0,105,235,627,640
imagen_0171.png,1280,720,3,Camion_minero,,0,0,956,198,1242,396
imagen_0172.png,1280,720,3,Camion_minero,,0,0,400,55,714,187
imagen_0172.png,1280,720,3,Camion_minero,,0,0,191,242,597,546
imagen_0172.png,1280,720,3,Camion_minero,,0,0,289,286,774,628
imagen_0172.png,1280,720,3,Camion_minero,,0,0,974,196,1266,410
imagen_0172.png,1280,720,3,Bulldozer,,0,0,84,37,284,166
imagen_0172.png,1280,720,3,Bulldozer,,0,0,757,108,996,272
imagen_0173.png,1280,720,3,Camion_minero,,0,0,150,227,740,601
imagen_0173.png,1280,720,3,Camion_minero,,1,0,987,32,1280,161
imagen_0173.png,1280,720,3,Bulldozer,,0,0,708,23,934,152
imagen_0173.png,1280,720,3,Otro,,1,0,564,1,762,122
imagen_0174.png,1280,720,3,Camion_minero,,0,0,121,144,1047,613
imagen_0175.png,1280,720,3,Camion_minero,,0,0,27,267,241,471
imagen_0175.png,1280,720,3,Camion_minero,,0,0,304,277,555,541
imagen_0175.png,1280,720,3,Camion_minero,,0,0,781,262,1071,531
imagen_0175.png,1280,720,3,Camion_minero,,0,0,546,268,804,498
imagen_0176.png,1280,720,3,Camion_minero,,0,0,426,211,937,691
imagen_0176.png,1280,720,3,Camion_minero,,1,0,1,182,275,615
imagen_0177.png,1280,720,3,Camion_minero,,0,0,656,180,1089,587
imagen_0178.png,1280,720,3,Camion_minero,,1,0,1,262,653,716
imagen_0178.png,1280,720,3,Camion_minero,,0,0,792,123,1216,515
imagen_0179.png,1280,720,3,Camion_minero,,1,0,186,137,1280,698
imagen_0180.png,1280,720,3,Camion_minero,,0,0,130,157,390,337
imagen_0180.png,1280,720,3,Camion_minero,,0,0,512,215,705,341
imagen_0180.png,1280,720,3,Camion_minero,,0,0,680,237,786,343
imagen_0180.png,1280,720,3,Auto,,0,0,1224,345,1272,387
imagen_0181.png,1280,720,3,Bulldozer,,0,0,221,273,506,473
imagen_0181.png,1280,720,3,Camion_minero,,0,0,247,157,419,325
imagen_0181.png,1280,720,3,Camion_minero,,1,0,1032,276,1280,473
imagen_0181.png,1280,720,3,Bulldozer,,0,0,1045,191,1268,347
imagen_0182.png,1280,720,3,Camion_minero,,1,0,1,150,250,346
imagen_0182.png,1280,720,3,Bulldozer,,0,0,337,253,450,350
imagen_0182.png,1280,720,3,Camion_minero,,0,0,559,197,728,350
imagen_0182.png,1280,720,3,Camion_minero,,0,0,701,248,810,347
